Historical Marker Id	Name of the Marker	County	Dedicated Year	Dedicated Month	Dedicated Day Date	Marker Type	Location Description	Marker Description	Status	Longitude	Latitude	Category	Category Counter	LAT/LONG Location
23	Perkiomen Bridge	Montgomery	1947	9	4	Roadside	E Main St. / Ridge Pike (SR 4031 / old US 422) at bridge, E end of Collegeville	Built in 1799, it is one of the oldest bridges still in use in the State. A lottery was authorized by a 1797 law to raise $20,000 for its construction.		-75.4473	40.184	Transportation	2	(40.184, -75.4473)
24	Harold F. Pitcairn	Montgomery	1972	4	29	Roadside	Buck & Paper Mill Rds., Bryn Athyn	The noted aeronautical pioneer established his first flying field on this site in 1924. The 1930 Collier Trophy, an award for accomplishments in aviation, was presented to Pitcairn and his associates for developing the American autogiro, first introduced here.		-75.0584	40.132	Invention	1	(40.132, -75.0584)
24	Harold F. Pitcairn	Montgomery	1972	4	29	Roadside	Buck & Paper Mill Rds., Bryn Athyn	The noted aeronautical pioneer established his first flying field on this site in 1924. The 1930 Collier Trophy, an award for accomplishments in aviation, was presented to Pitcairn and his associates for developing the American autogiro, first introduced here.		-75.0584	40.132	Science & Medicine	2	(40.132, -75.0584)
24	Harold F. Pitcairn	Montgomery	1972	4	29	Roadside	Buck & Paper Mill Rds., Bryn Athyn	The noted aeronautical pioneer established his first flying field on this site in 1924. The 1930 Collier Trophy, an award for accomplishments in aviation, was presented to Pitcairn and his associates for developing the American autogiro, first introduced here.		-75.0584	40.132	Professions & Vocations	3	(40.132, -75.0584)
24	Harold F. Pitcairn	Montgomery	1972	4	29	Roadside	Buck & Paper Mill Rds., Bryn Athyn	The noted aeronautical pioneer established his first flying field on this site in 1924. The 1930 Collier Trophy, an award for accomplishments in aviation, was presented to Pitcairn and his associates for developing the American autogiro, first introduced here.		-75.0584	40.132	Transportation	4	(40.132, -75.0584)
25	Plymouth Friends Meetinghouse	Montgomery	1955	5	15	Roadside	Germantown Pike (old US 422) & Butler Pike, inside stone wall at meetinghouse, Plymouth Meeting	In continuous use as a house of worship since about 1708, it served as a hospital and campsite for Washington's forces on way to Valley Forge. Eastern wing, added in 1780, replaced original log school. Site was a center of activity during Abolition Movement.		-75.2788	40.1026	African American	1	(40.1026, -75.2788)
25	Plymouth Friends Meetinghouse	Montgomery	1955	5	15	Roadside	Germantown Pike (old US 422) & Butler Pike, inside stone wall at meetinghouse, Plymouth Meeting	In continuous use as a house of worship since about 1708, it served as a hospital and campsite for Washington's forces on way to Valley Forge. Eastern wing, added in 1780, replaced original log school. Site was a center of activity during Abolition Movement.		-75.2788	40.1026	American Revolution	2	(40.1026, -75.2788)
25	Plymouth Friends Meetinghouse	Montgomery	1955	5	15	Roadside	Germantown Pike (old US 422) & Butler Pike, inside stone wall at meetinghouse, Plymouth Meeting	In continuous use as a house of worship since about 1708, it served as a hospital and campsite for Washington's forces on way to Valley Forge. Eastern wing, added in 1780, replaced original log school. Site was a center of activity during Abolition Movement.		-75.2788	40.1026	Buildings & Architecture	3	(40.1026, -75.2788)
25	Plymouth Friends Meetinghouse	Montgomery	1955	5	15	Roadside	Germantown Pike (old US 422) & Butler Pike, inside stone wall at meetinghouse, Plymouth Meeting	In continuous use as a house of worship since about 1708, it served as a hospital and campsite for Washington's forces on way to Valley Forge. Eastern wing, added in 1780, replaced original log school. Site was a center of activity during Abolition Movement.		-75.2788	40.1026	George Washington	4	(40.1026, -75.2788)
25	Plymouth Friends Meetinghouse	Montgomery	1955	5	15	Roadside	Germantown Pike (old US 422) & Butler Pike, inside stone wall at meetinghouse, Plymouth Meeting	In continuous use as a house of worship since about 1708, it served as a hospital and campsite for Washington's forces on way to Valley Forge. Eastern wing, added in 1780, replaced original log school. Site was a center of activity during Abolition Movement.		-75.2788	40.1026	Religion	5	(40.1026, -75.2788)
26	Pottsgrove Manor	Montgomery	2000	9	25	Roadside	At site, W High St. (SR4031) across from College Dr., Pottstown	Built in 1752 by John Potts (1710-1768), ironmaster & founder of Pottstown. The manor was located at the center of a 1,000 acre plantation that included the town, an iron forge, gristmills, and other businesses by 1762. The town was incorporated 1815 as the borough of Pottstown.		-75.6596	40.2474	Buildings & Architecture	1	(40.2474, -75.6596)
26	Pottsgrove Manor	Montgomery	2000	9	25	Roadside	At site, W High St. (SR4031) across from College Dr., Pottstown	Built in 1752 by John Potts (1710-1768), ironmaster & founder of Pottstown. The manor was located at the center of a 1,000 acre plantation that included the town, an iron forge, gristmills, and other businesses by 1762. The town was incorporated 1815 as the borough of Pottstown.		-75.6596	40.2474	Business & Industry	2	(40.2474, -75.6596)
26	Pottsgrove Manor	Montgomery	2000	9	25	Roadside	At site, W High St. (SR4031) across from College Dr., Pottstown	Built in 1752 by John Potts (1710-1768), ironmaster & founder of Pottstown. The manor was located at the center of a 1,000 acre plantation that included the town, an iron forge, gristmills, and other businesses by 1762. The town was incorporated 1815 as the borough of Pottstown.		-75.6596	40.2474	Iron & Steel	3	(40.2474, -75.6596)
26	Pottsgrove Manor	Montgomery	2000	9	25	Roadside	At site, W High St. (SR4031) across from College Dr., Pottstown	Built in 1752 by John Potts (1710-1768), ironmaster & founder of Pottstown. The manor was located at the center of a 1,000 acre plantation that included the town, an iron forge, gristmills, and other businesses by 1762. The town was incorporated 1815 as the borough of Pottstown.		-75.6596	40.2474	Mansions & Manors	4	(40.2474, -75.6596)
27	Rittenhouse Farm	Montgomery	1947	9	3	Roadside	W Main St. just SE of Trooper Rd. (PA 363), Norristown, E of Eagleville	David Rittenhouse, colonial scientist, astronomer, and instrument maker, lived on a nearby farm, where he built a telescope, said to be first made in America, and observed the transit of Venus in 1769.		-75.3891	40.142	Science & Medicine	1	(40.142, -75.3891)
27	Rittenhouse Farm	Montgomery	1947	9	3	Roadside	W Main St. just SE of Trooper Rd. (PA 363), Norristown, E of Eagleville	David Rittenhouse, colonial scientist, astronomer, and instrument maker, lived on a nearby farm, where he built a telescope, said to be first made in America, and observed the transit of Venus in 1769.		-75.3891	40.142	Professions & Vocations	2	(40.142, -75.3891)
28	Rittenhouse Farm	Montgomery	1949	3	14	Roadside	Germantown Pike (former US 422) at Valley Forge Medical Ctr., 6 miles SE of Collegeville 	David Rittenhouse, born in 1732, lived here until 1770.  Here he began his distinguished scientific career; and computed and observed the transit of Venus, 1769. Spent later years in Philadelphia, where he died in 1796.		-75.3684	40.1565	Science & Medicine	1	(40.1565, -75.3684)
28	Rittenhouse Farm	Montgomery	1949	3	14	Roadside	Germantown Pike (former US 422) at Valley Forge Medical Ctr., 6 miles SE of Collegeville 	David Rittenhouse, born in 1732, lived here until 1770.  Here he began his distinguished scientific career; and computed and observed the transit of Venus, 1769. Spent later years in Philadelphia, where he died in 1796.		-75.3684	40.1565	Professions & Vocations	2	(40.1565, -75.3684)
29	St. Paul's Episcopal Church	Montgomery	1992	10	1	Roadside	Old York Rd. (PA 611) at Asbourne Rd., Elkins Park	Oldest church building in Cheltenham Township, consecrated 1861. Founder was Jay Cooke (1821-1905), financier of the Civil War. Cemetery, laid out 1879 and enlarged 1905, contains his mausoleum and graves of prominent area residents. Church originally designed by the firm of Sidney & Merry. Noted architect Horace Trumbauer was responsible for many later additions.		-75.1335	40.0715	Buildings & Architecture	1	(40.0715, -75.1335)
29	St. Paul's Episcopal Church	Montgomery	1992	10	1	Roadside	Old York Rd. (PA 611) at Asbourne Rd., Elkins Park	Oldest church building in Cheltenham Township, consecrated 1861. Founder was Jay Cooke (1821-1905), financier of the Civil War. Cemetery, laid out 1879 and enlarged 1905, contains his mausoleum and graves of prominent area residents. Church originally designed by the firm of Sidney & Merry. Noted architect Horace Trumbauer was responsible for many later additions.		-75.1335	40.0715	Civil War	2	(40.0715, -75.1335)
29	St. Paul's Episcopal Church	Montgomery	1992	10	1	Roadside	Old York Rd. (PA 611) at Asbourne Rd., Elkins Park	Oldest church building in Cheltenham Township, consecrated 1861. Founder was Jay Cooke (1821-1905), financier of the Civil War. Cemetery, laid out 1879 and enlarged 1905, contains his mausoleum and graves of prominent area residents. Church originally designed by the firm of Sidney & Merry. Noted architect Horace Trumbauer was responsible for many later additions.		-75.1335	40.0715	Religion	3	(40.0715, -75.1335)
30	St. Peter's Church	Montgomery	1963	11	9	Roadside	Church Rd. at Park Ave., between Germantown Pike and Ridge Pike, Lafayette Hill	Lutheran, founded 1752 by Henry Melchior Muhlenberg. From steeple of original church, May 20, 1778, Gen. Lafayette gave orders for battle against British in old churchyard. Here he organized his famous retreat to Matson Ford, saving himself and 2200 Continental troops from capture.		-75.251	40.0829	American Revolution	1	(40.0829, -75.251)
30	St. Peter's Church	Montgomery	1963	11	9	Roadside	Church Rd. at Park Ave., between Germantown Pike and Ridge Pike, Lafayette Hill	Lutheran, founded 1752 by Henry Melchior Muhlenberg. From steeple of original church, May 20, 1778, Gen. Lafayette gave orders for battle against British in old churchyard. Here he organized his famous retreat to Matson Ford, saving himself and 2200 Continental troops from capture.		-75.251	40.0829	Buildings & Architecture	2	(40.0829, -75.251)
30	St. Peter's Church	Montgomery	1963	11	9	Roadside	Church Rd. at Park Ave., between Germantown Pike and Ridge Pike, Lafayette Hill	Lutheran, founded 1752 by Henry Melchior Muhlenberg. From steeple of original church, May 20, 1778, Gen. Lafayette gave orders for battle against British in old churchyard. Here he organized his famous retreat to Matson Ford, saving himself and 2200 Continental troops from capture.		-75.251	40.0829	Religion	3	(40.0829, -75.251)
31	Village of La Mott	Montgomery	1973	6		Roadside	W Cheltenham Ave. (PA 309) & School Lane, NW of PA 611, at church, LaMott	Originally called Camptown, this village was laid out at the close of the Civil War on the site of former Camp William Penn. The camp was a training station for Negro troops enlisted in the U.S. Army from 1863 to 1865.		-75.1406	40.0643	African American	1	(40.0643, -75.1406)
31	Village of La Mott	Montgomery	1973	6		Roadside	W Cheltenham Ave. (PA 309) & School Lane, NW of PA 611, at church, LaMott	Originally called Camptown, this village was laid out at the close of the Civil War on the site of former Camp William Penn. The camp was a training station for Negro troops enlisted in the U.S. Army from 1863 to 1865.		-75.1406	40.0643	Cities & Towns	2	(40.0643, -75.1406)
31	Village of La Mott	Montgomery	1973	6		Roadside	W Cheltenham Ave. (PA 309) & School Lane, NW of PA 611, at church, LaMott	Originally called Camptown, this village was laid out at the close of the Civil War on the site of former Camp William Penn. The camp was a training station for Negro troops enlisted in the U.S. Army from 1863 to 1865.		-75.1406	40.0643	Civil War	3	(40.0643, -75.1406)
31	Village of La Mott	Montgomery	1973	6		Roadside	W Cheltenham Ave. (PA 309) & School Lane, NW of PA 611, at church, LaMott	Originally called Camptown, this village was laid out at the close of the Civil War on the site of former Camp William Penn. The camp was a training station for Negro troops enlisted in the U.S. Army from 1863 to 1865.		-75.1406	40.0643	Military	4	(40.0643, -75.1406)
31	Village of La Mott	Montgomery	1973	6		Roadside	W Cheltenham Ave. (PA 309) & School Lane, NW of PA 611, at church, LaMott	Originally called Camptown, this village was laid out at the close of the Civil War on the site of former Camp William Penn. The camp was a training station for Negro troops enlisted in the U.S. Army from 1863 to 1865.		-75.1406	40.0643	William Penn	5	(40.0643, -75.1406)
32	Wall House (The Ivy)	Montgomery	1982	11	21	Roadside	S end of Wall Park Dr., just off Church Rd. (SR2023), Elkins Park	Original section, dated from 1682, was built by Richard Wall on land granted by William Penn. An early meeting place of the Society of Friends, 1683-1702. Additions were built about 1725 and 1805. Sarah Wall married George Shoemaker, 1694, and their descendants lived here to 1847. Purchased from the Bosler family, 1932, by Cheltenham Township.		-75.1282	40.0782	Houses & Homesteads	1	(40.0782, -75.1282)
32	Wall House (The Ivy)	Montgomery	1982	11	21	Roadside	S end of Wall Park Dr., just off Church Rd. (SR2023), Elkins Park	Original section, dated from 1682, was built by Richard Wall on land granted by William Penn. An early meeting place of the Society of Friends, 1683-1702. Additions were built about 1725 and 1805. Sarah Wall married George Shoemaker, 1694, and their descendants lived here to 1847. Purchased from the Bosler family, 1932, by Cheltenham Township.		-75.1282	40.0782	Religion	2	(40.0782, -75.1282)
32	Wall House (The Ivy)	Montgomery	1982	11	21	Roadside	S end of Wall Park Dr., just off Church Rd. (SR2023), Elkins Park	Original section, dated from 1682, was built by Richard Wall on land granted by William Penn. An early meeting place of the Society of Friends, 1683-1702. Additions were built about 1725 and 1805. Sarah Wall married George Shoemaker, 1694, and their descendants lived here to 1847. Purchased from the Bosler family, 1932, by Cheltenham Township.		-75.1282	40.0782	William Penn	3	(40.0782, -75.1282)
